artist_name,biography,listeners,playcount,similar_artists
Il Est Vilaine," <a href=""https://www.last.fm/music/Il+Est+Vilaine"">Read more on Last.fm</a>",29887,169899,"['Red Axes', 'Simple Symmetry', 'moscoman', 'Black Light Smoke', 'Marcus Marr']"
Seinabo Sey,"Seinabo Sey was born in Södermalm, Stockholm in 1990, both of Swedish and West African ancestry. She moved to Halmstad, Sweden at the age of eight to attend Östergårdsskolans music program for musically gifted teenagers. At the age of sixteen she moved back to Stockholm to attend and later graduate from Fryshusets esthetics program with a concentration in soul music.

Sey first released the track Sunshine in October 2012. Working with producer Magnus Lidehäll <a href=""https://www.last.fm/music/Seinabo+Sey"">Read more on Last.fm</a>",467072,4878437,"['Veronica Maggio', 'Miriam Bryant', 'Thomas Stenström', 'Sabina Ddumba', 'Laleh']"
Lorn,"There are at least two artists who go by the name Lorn:

1) A pseudonym of USA electronic musician / DJ Marcos Ortega who debuted with 7 & 13 (EP) (Sep 2006, self-released). In 2010 he signed to Brainfeeder and his second album followed, Nothing Else (Jun 2010, Brainfeeder). In May 2011 he signed to Ninja Tune. His latest album is Ask The Dust (Jun 2012, Ninja Tune) and his latest EP is The Maze To Nowhere / Part 3 (Feb 2015, Wednesday Sound), following The Maze To Nowhere / Part 2 (Sep 2014, Wednesday Sound). <a href=""https://www.last.fm/music/Lorn"">Read more on Last.fm</a>",544604,14663360,"['LORN & DOLOR', 'Ital Tek', 'Moderat', 'Rival Consoles', 'Volor Flex']"
Italobrothers,"Italobrothers is a German dance project from Nordhorn (Lower Saxony), Germany formed in November 2005. The band consists of the three members   Zacharias Adrian, Kristian Sandberg and Matthias Metten (vocals). Because of their name, Italobrothers are often mistaken as  Italian.

Their record label is Zooland Records, which also houses stars like Cascada and Tune Up!. The musical style of Italobrothers is comparable with Italian dance acts   like Bloom 06, Prezioso feat. <a href=""https://www.last.fm/music/Italobrothers"">Read more on Last.fm</a>",496761,6695700,"['Manian', 'Empyre One', 'Groove Coverage', 'Master Blaster', 'Basshunter']"
Fantasy Project,"Fantasy Project is a young, aspiring dance act which is on the best way to bring new life into the club scene. With trendy groovy Dance-House music Fantasy Project wants to entertain the disco & radio audience. The project consists of frontman and singer Andreas Steinberger (N.D.A.) and his friend and music partner Hans Plöchl. Together with their new Record Label Paranoja Records ( www.paranojarecords.com ) Fantasy Project is now exploring the international market. <a href=""https://www.last.fm/music/Fantasy+Project"">Read more on Last.fm</a>",19610,123688,"['DCX', 'Caramell', 'Bambee', 'DJ Satomi', 'Manian']"
Jess Glynne,"Jessica Hannah ""Jess"" Glynne (born 20 October 1989) is an English singer-songwriter. She is signed to Atlantic Records UK.[4] 

She is best known for featuring on Clean Bandit's 2014 single ""Rather Be""; the song reached number one on the UK Singles Chart and Irish Singles Chart. She also featured on Route 94's single ""My Love"", which was released weeks later and also reached number one on the UK Singles Chart and Scottish Chart. 

Her debut single, ""Right Here"", has charted at number 6 in the UK. <a href=""https://www.last.fm/music/Jess+Glynne"">Read more on Last.fm</a>",706339,10660826,"['Ella Henderson', 'Paloma Faith', 'Rita Ora', 'Becky Hill', 'Jessie J']"
Saison,"London based house duo Saison have, over the last few years, carved out a niche of their own. Named the best deep house artist of 2018 and 2019 by Traxource, and one of the biggest selling deep house artist on Beatport, they have released on some of the most respected house labels in the world, including Defected, Toolroom, Large Music, Sonar Kollektiv, and Suara to name a few. 

They’ve also remixed many titans of the scene including such musically diverse artists as Jack Back, Chez Damier, Dave Lee and Kevin Yost. <a href=""https://www.last.fm/music/Saison"">Read more on Last.fm</a>",38650,202038,"['Angelo Ferreri', 'Dirtytwo', 'Babert', 'Marc Cotterell', 'Hotmood']"
St. Germain,"1993 - Present
St. Germain is the stage name of Ludovic Navarre, a French musician whose style merges jazzy house music with acid jazz. His album Boulevard was released in July 1995 and has sold over 300,000 copies worldwide. His United States debut, Tourist, was released in 2000 and sold over 4 million copies worldwide. Bob Marley, Toots and the Maytals, Miles Davis and Kool & the Gang are among Ludovic's early influences. He composed his first work under the name of Sub System with friend Guy Rabiller. <a href=""https://www.last.fm/music/St.+Germain"">Read more on Last.fm</a>",601979,7253385,"['Llorca', 'Tosca', ""Mo' Horizons"", 'Jazzanova', 'Nightmares on Wax']"
R3hab,"Rising Dutch DJ and producer R3hab has established his name in the international dance scene in a short period of time. His producing skills and love for electronic music have made him one of the highest requested remixers in the dance scene right now, remixing for artists like Lady Gaga, Jennifer Lopez, Calvin Harris, Lil Wayne, Ne-Yo, Pitbull, Sean Paul, Dada Life, Snoop Dogg and Bob Sinclar to name a few.
Then there are also R3hab's original productions <a href=""https://www.last.fm/music/R3hab"">Read more on Last.fm</a>",912960,15299150,"['Sam Feldt', 'Ofenbach', 'Martin Garrix', 'Topic', 'Alok']"
Worakls,"Kevin Rodrigues, better known as Worakls is a French DJ and electronic musician. Rodrigues, who comes from a musical family, started learning the piano at age 3. After studying in a conservatory, he dedicated his time to electronic music and composition. He has found success with his remixes as well as his solo material. In November 2014, he founded the label Hungry Music with his friends NTO and Joachim Pastor.

A 2015 review in Billboard magazine <a href=""https://www.last.fm/music/Worakls"">Read more on Last.fm</a>",203264,3626404,"['Joachim Pastor', 'NTO', 'Joris Delacroix', 'Teho', ""N'to""]"
Sander van Doorn,"Thought to be a technical and musical genius by many, Sander van Doorn is without a doubt one of the world’s most essential, influential and popular DJ/Producers in dance music today. Sander has become synonymous with excellence – both production wise and in front of the thousands he plays to, nightly. He is truly one of the strongholds in dance music. A generation defining artist, that reshapes our perception of what dance music can be and he does it all with that electrifying Sander van Doorn-smile. <a href=""https://www.last.fm/music/Sander+van+Doorn"">Read more on Last.fm</a>",438525,4141422,"['Jochen Miller', 'Alexander Popov', 'Kyau vs. Albert', 'Ferry Corsten', 'Serge Devant']"
New Limit,"Behind New Limit stand the Spanish vocalist and songwriter Amparo Ríos with her 2 brothers Sebastian and Jose who did the studio work. On stage Amparo appeared with the dancer Sonia Banuls, and Jose Gimenez to the keyboards. This young Valencian formation saw the light in 1994. <a href=""https://www.last.fm/music/New+Limit"">Read more on Last.fm</a>",14049,81841,"['Sensity World', 'DJ Sylvan', 'Kryss', 'Spanic', 'Jerry Daley']"
Felix Jaehn,"Felix Jaehn (pronounced ""Yeahn"" /jɛːn/, born in Hamburg, Germany on 28 August 1994) is a German music producer and DJ specialising in deep house. He took violin lessons at age of 5 and began his DJ career at 16. Jaehn lived in London for a year, where he attended a music school at the age of 17.

Returning to Hamburg, he came to prominence in 2015 through his remix of Jamaican artist OMI's song ""Cheerleader"". The single was an international hit for him topping the charts in Germany <a href=""https://www.last.fm/music/Felix+Jaehn"">Read more on Last.fm</a>",798097,10501784,"['Robin Schulz', 'Topic', 'Lost Frequencies', 'Sam Feldt', 'twocolors']"
Tim Deluxe,"Tim Deluxe (Tim Liken) went from being just another British DJ/producer to being a brand-name hitmaker as he released one smash single after another during the early 2000s, bringing much acclaim to Darren Emerson's Underwater Records in the process with big, big vocal-driven tracks like ""It Just Won't Do"" and ""Less Talk, More Action."" Deluxe began his road to fame as a club DJ, a pastime he initially pursued while working at a London-based record store during the '90s. <a href=""https://www.last.fm/music/Tim+Deluxe"">Read more on Last.fm</a>",201472,1121819,"['Junior Jack', 'Armand van Helden', 'Shakedown', 'X-Press 2', 'Room 5']"
Chancha Via Circuito,"Chancha Vía Circuito (""Pig on the Circular Train"") is the alter-ego of Pedro Canale, a digi-cumbia DJ and producer based in Buenos Aires, Argentina. His début LP, Rodante, was released in Fall 2008 by ZZK Records. It includes remixes and collaborations with a wide variety of artists (Jahdan, Princesa, Rancho MC, Poeta Inka, and Kumbha Kethu). In 2010 he released a mixtape, Río Arriba, to much critical acclaim.
In late 2014 he released Amansara, a follow-up album on Wonderwheel recordings, https://wonderwheelrecordings. <a href=""https://www.last.fm/music/Chancha+Via+Circuito"">Read more on Last.fm</a>",105672,1147906,"['Thornato', 'El Búho', 'Chancha Vía Circuito', 'Lagartijeando', 'Dengue Dengue Dengue!']"
Dimitri Vangelis & Wyman,"Dimitri Vangelis & Wyman is a Swedish DJ duo consisting of Dimitrios Vangelis and Andreas Wiman. They have released tracks for labels such as Virgin EMI Records, Sony Music & SIZE. The duo has remixed artists such as Tiësto, AN21, Max Vangeli, Miike Snow, Tom Odell, Tove Styrke, and Lo-Fi-Fnk. <a href=""https://www.last.fm/music/Dimitri+Vangelis+&+Wyman"">Read more on Last.fm</a>",179092,1318382,"['Stadiumx', 'Kaaze', 'Third Party', 'Matisse & Sadko', 'DubVision']"
Flo Rida,"Tramar Dillard (born September 17, 1979 in Miami, Florida), better known by his stage name Flo Rida, is an American rapper and hip hopper signed to Poe Boy Entertainment. He began his rap/hip hop career touring with 2 Live Crew and was then featured on DJ Khaled's album ""We The Best"" in 2006. He released his debut album Mail on Sunday in 2008 and it's lead single, Low featuring T-Pain, held a run of 10 weeks at #1 on the Billboard Hot 100. In 2009, he released his second album R. <a href=""https://www.last.fm/music/Flo+Rida"">Read more on Last.fm</a>",3965726,70847077,"['Pitbull', 'Sean Kingston', 'Far East Movement', 'will.i.am', 'B.o.B']"
Faithless,"Formed in 1995 by Sister Bliss, Faithless was a London, England, United Kingdom-based group of musicians whose music is described by one of their band members as a cross between trip-hop and techno.  The four original members of Faithless were vocalist/rapper Maxi Jazz, keyboardist/producer Sister Bliss, instrumentalist/vocalist Jamie Catto and keyboardist/producer Rollo Armstrong. Jamie Catto (now in 1 Giant Leap) left after their second album, Sunday 8PM, which was released in 1998. <a href=""https://www.last.fm/music/Faithless"">Read more on Last.fm</a>",1706854,34328297,"['Groove Armada', 'Leftfield', 'Kosheen', 'R Plus', 'Lamb']"
Sigala,"Bruce Fielder (born 28 November 1992), known professionally as Sigala, is a British DJ, record producer and remixer from Norfolk. He is best known for his 2015 debut single ""Easy Love"", which samples ""ABC"" by the the Jackson 5. It debuted at number 71 on the UK Singles Chart on 4 September 2015 and jumped to number one the next week. His follow-up single, ""Sweet Lovin'"", reached number 3 in the UK Singles Chart. His next single ""Say You Do"", which features Imani and DJ Fresh <a href=""https://www.last.fm/music/Sigala"">Read more on Last.fm</a>",756785,11698760,"['Joel Corry', 'Jax Jones', 'Sam Feldt', 'Jonas Blue', 'Nathan Dawe']"
The Weeknd,"Abel Makkonen Tesfaye, popularly known as The Weeknd (born February 16, 1990 in Toronto, Ontario, Canada), is a Canadian R&B/hip-hop musician, singer-songwriter and record producer. He chose his stage name in tribute to when he was 17 years old, when, along with his friend La Mar Taylor, he dropped out of high school, took his mattress, and ""left one weekend and never came home"". However, his estranged former producer Jeremy Rose claims the name was his idea. <a href=""https://www.last.fm/music/The+Weeknd"">Read more on Last.fm</a>",5032939,1024977376,"['Tory Lanez', 'Drake', 'PARTYNEXTDOOR', 'Black Atlass', 'Don Toliver']"
Carpenter Brut,"Franck Hueso, better known by his stage name Carpenter Brut, is a synthwave/electronic music artist from Poitiers, Nouvelle-Aquitaine, France. Little personal information is known about him aside from his origin. His anonymity is a deliberate artistic choice in order to place more importance on the music itself rather than the identity of the musician behind it.

He first released the initial three EPs, which were collected together and released together under the title Trilogy in 2015. <a href=""https://www.last.fm/music/Carpenter+Brut"">Read more on Last.fm</a>",472956,20801279,"['Perturbator', 'Dance With the Dead', 'GosT', 'Waveshaper', 'Dan Terminus']"
Panda Eyes,"Oskar Steinbeck, known by his stage name Panda Eyes (born May 28, 1996), is a Swiss composer, record producer and DJ from Zurich, Switzerland.

Steinbeck started in 2014 bringing together elements of chiptune, dubstep and other genres of bass music to form his own style of glitch-hop. Recording multiple singles, he gained recognition by releasing them on YouTube and Soundcloud.

In early 2015 he released the song ""Superheroes"" with German producer Virtual Riot. <a href=""https://www.last.fm/music/Panda+Eyes"">Read more on Last.fm</a>",126045,2536365,"['Teminite', 'Geoxor', 'Spag Heddy', 'Virtual Riot', 'Pegboard Nerds']"
NERVO,"NERVO are Mim and Liv Nervo. Twin sisters; soulmates and soon to be superstars. They emerged as hit songwriters; Kesha to Kylie; Guetta & Rowland; Pussycat Dolls and more. They've remixed Katy Perry, 30 Seconds to Mars, Cobra Starship, and have topped club charts worldwide. Since landing a deal with Virgin America/Astralwerks as artists, they have been working on their debut album - where they not only write and produce but will step into the spotlight and perform. <a href=""https://www.last.fm/music/NERVO"">Read more on Last.fm</a>",324503,2686177,"['Nicky Romero', 'Hardwell', 'Alesso', 'R3hab', 'Afrojack']"
Jean Michel Jarre,"Jean-Michel André Jarre (born in 24 August 1948, Lyon) is a French composer, performer and music producer, regarded as a pioneer of electronic music. He is well-known for huge outdoor shows which feature lights, projections, lasers and fireworks.

Jarre hold four Guiness World Records for biggest concert audience: Place De La Concorde (1979, 1 mil.), Rendez-Vous Houston (1986, 1.5 mil.), Paris La Defense (1990 2 mil.) and Oxygen in Moscow (1997, 3. <a href=""https://www.last.fm/music/Jean+Michel+Jarre"">Read more on Last.fm</a>",201575,7377790,"['Vangelis', 'Mike Oldfield', 'Tangerine Dream', 'Kitaro', 'Jon & Vangelis']"
Monolink,"Monolink is the stage name of Steffen Linck, a German Liveact, singer-songwriter and electronic dance music producer who specializes in ambient, techno, electronica and house genres. 
 https://www.mono.link/
 https://en.wikipedia.org/wiki/Monolink
 https://www.facebook.com/monolink
 https://twitter.com/monolinklive
 https://www.instagram.com/monolinkmusic/
 https://soundcloud.com/monolink <a href=""https://www.last.fm/music/Monolink"">Read more on Last.fm</a>",225430,3690118,"['Ben Böhmer', 'Avoure', 'Monkey Safari', 'Kevin De Vries', 'Eli & Fur']"
Feint,"There are at least two artists named Feint. 1) A UK dnb artist and 2) a UK emo band.

1) Feint, real name Andrew Isaac Hu, is a British drum & bass producer and DJ from Manchester. 

Hu's pioneering efforts are highlighted by his distinction as one of the first producers to release music under the influential Monstercat label. This early milestone in Feint's career not only solidified his place in electronic music history but also paved the way for a series of collaborations with notable artists such as Koven <a href=""https://www.last.fm/music/Feint"">Read more on Last.fm</a>",363661,9601545,"['Maduk', 'Rameses B', 'Muzzy', 'Andromedik', 'Tristam & Braken']"
Marlena Shaw,"Marlena Shaw (born Marlina Burgess in New Rochelle, New York, on 22 September 1942; died 19 January 2024) was an American jazz, blues, and soul singer. Shaw began her singing career in the 1960s and continued to perform until her death. Her music has often been sampled in hip hop music, and used in television commercials. 

Shaw's first musical influences were her uncle and grandmother, who loved to sing and play gospel music on the family’s hi-fi record player. <a href=""https://www.last.fm/music/Marlena+Shaw"">Read more on Last.fm</a>",532396,3765142,"['Esther Phillips', 'Jean Knight', 'Ann Peebles', 'Betty Wright', 'Fontella Bass']"
Molly Nilsson,"Molly Nilsson is a Swedish singer and producer, currently based in Berlin, Germany.
Her magical melodies and touchingly clever lyrics grow on you as you find yourself listening to them over and over again. With her one-woman-show, this escaped Swede brings her nostalgic pop, on a journey through life and death, with love and trouble, to a No Mans Land, on the border between reality and dream.
Molly Nilsson has been running her own label and producing her own music since 2007 <a href=""https://www.last.fm/music/Molly+Nilsson"">Read more on Last.fm</a>",217247,6117326,"['John Maus', 'Geneva Jacuzzi', 'Reymour', 'Sally Dige', 'Galatée']"
Degiheugi,"Degiheugi music began in early 1998 in France. Degiheugi is able to redefine ""Traditional Hip-Hop""  through his own style, voice, touch. <a href=""https://www.last.fm/music/Degiheugi"">Read more on Last.fm</a>",121014,1894036,"['Kognitif', 'Boztown', 'Guts', 'Chinese Man', 'Roger Molls']"
Lost Frequencies,"Felix De Laet (born 30 November 1993), known by his stage name Lost Frequencies, is a Belgian DJ and music producer. He became famous with his remix of ""Are You with Me"" by country artist Easton Corbin. The song had originally appeared in Corbin's 2012 album All Over the Road, but had not been released as a single. Lost Frequencies remixed the song and released it as a single on 27 October 2014. The track topped the Belgian Ultratop chart on 15 November 2014 also reaching number two in the Belgian Wallonia francophone chart as well. <a href=""https://www.last.fm/music/Lost+Frequencies"">Read more on Last.fm</a>",1173729,22912362,"['Robin Schulz', 'Kygo', 'Ofenbach', 'Sam Feldt', 'Felix Jaehn']"
Jim Yosef,"Jim Yosef is a electronic music producer from Stockholm, Sweden, born in 1996.

Jim Yosef has been making music since he was 18 and had his first breakthrough on NoCopyrightSounds in 2015 with his track ""Firefly"". Since then he has made many iconic classics on the NCS label. 

As of March 3, 2018, Jim Yosef started to abandon his previous progressive house style, and decided to produce some more mainstream songs, experimenting in future bass and pop. <a href=""https://www.last.fm/music/Jim+Yosef"">Read more on Last.fm</a>",163950,2892626,"['Elektronomia', 'Tobu', 'Lensko', 'Clarx', 'jpb']"
Patty Ray," <a href=""https://www.last.fm/music/Patty+Ray"">Read more on Last.fm</a>",434,2493,"['Hipatia Balseca', 'Tañita cardona', 'Rosita Cajamarca', 'MARIA DE LOS ANGELES', 'Thanya Paredes Aymara']"
Joachim Pastor,"Joachim Pastor is an electronic music producer born in Paris, France. He is currently signed to French music label Hungry Music. <a href=""https://www.last.fm/music/Joachim+Pastor"">Read more on Last.fm</a>",186386,2073798,"['NTO', 'Worakls', 'Teho', 'Joris Delacroix', ""N'to""]"
Bosq," <a href=""https://www.last.fm/music/Bosq"">Read more on Last.fm</a>",43012,259887,"['Voilaaa', 'Kiki Gyan', 'The Allergies', 'Social Lovers', 'Pasteur Lappe']"
She Past Away,"She Past Away is a dark wave band from Bursa, Turkey. The group was formed by Volkan Caner (vocal/guitar) and Idris Akbulut (bass) in 2006. With the live participation of Doruk Ozturkcan in electronic drums, the band was totally shaped by the end of 2009.

Idris Akbulut left She Past Away in 2015 and was replaced by Doruk Ozturkcan as a permanent member. 

Clashing gothic lyrics with buzzsaw guitars, allegedly broken vocals and sensory drum effects <a href=""https://www.last.fm/music/She+Past+Away"">Read more on Last.fm</a>",212081,6122176,"['Twin Tribes', 'Selofan', 'Lebanon Hanover', 'The Agnes Circle', 'This Cold Night']"
Rival Consoles,"Rival Consoles is Ryan Lee West. Born on November 1985, in Leicester, England, Ryan graduated from De Montfort University after experimenting with sound production. He made his debut Erased Tapes Records release in 2007 with the 'Vemeer' EP. 'The Decadent' EP would be his first release on the label as Rival Consoles.

In 2009, he featured 3 tracks on the split '65 / Milo' with label mates Kiasmos.  'IO', the first full-length release, was rereleased the same year. <a href=""https://www.last.fm/music/Rival+Consoles"">Read more on Last.fm</a>",345039,8175257,"['Kiasmos', 'Ben Lukas Boysen', 'Jon Hopkins', 'Weval', 'Moderat']"
Moguai,"Moguai (born André Tegeler, Recklinghausen, Germany), is a German DJ and EDM producer. He is best known for his 2002 hit ""U Know Y"", and his earlier hit ""The Rock"" which uses a sample from the song ""Top Billin'"" by rap group Audio Two. Starting in early 2010, he became one of a very few people to release music on Deadmau5's record label, mau5trap. On April 13, 2010, he released his first album, We Ar Lyve, on mau5trap. This album features singles released in months prior to the album's release, including ""Lyve/Imperial"" and ""Nyce/Blau."" <a href=""https://www.last.fm/music/Moguai"">Read more on Last.fm</a>",357733,2268890,"['Laidback Luke', 'Nicky Romero', 'Oliver Heldens', 'R3hab', 'Don Diablo']"
Dillon Francis,"Almost out of nowhere, Los Angeles's Dillon Francis has broken from the throng of young electronic music DJ/producers. With a stream of world-class remixes and releases, Dillon has caught the attention of some of the top players in club land, including Steve Aoki, Diplo, Will I. Am, Drop The Lime, Sinden, and Tittsworth, to name some. 

In less than a year his blistering productions have been heavily supported by Major Lazer, who opened their show with “Westside! <a href=""https://www.last.fm/music/Dillon+Francis"">Read more on Last.fm</a>",757067,9079374,"['Kill the Noise', 'Afrojack', 'Knife Party', 'Zomboy', 'Flux Pavilion']"
Ltj Xperience,"LTJ Xperience, aka Luca Trevisi, began his music career in the 80's in his homeland of Italy as resident DJ in two of the most famous Italian clubs of the time, Kinky in Bologna and Cap Creus in Imola.  He was one of the first Italian DJ's to spin House and to re-propose those black music, jazz and latin-bossa classics from the 70s that at the end of the same decade would have given birth to the Acid Jazz and Rare Groove movements.

His first single release in 1988 <a href=""https://www.last.fm/music/Ltj+Xperience"">Read more on Last.fm</a>",21453,108001,"['Tosca', 'Afterlife', 'Slackwax', 'Gazzara', 'The Dining Rooms']"
NTO,"The story behind NTO started with a match made in heaven, a kid from the South of France always hooked to his guitar, and electronic music. After going to the Sziget Festival when he was 18, NTO started to hang out regularly at La Villa Rouge, and Bar Live, two legendary clubs in the South of France. At the time, German minimal techno music was booming and Anthony Favier would spend his nights listening to Stephan Bodzin, James Holden, or the very beginnings of Paul Kalkbrenner. <a href=""https://www.last.fm/music/NTO"">Read more on Last.fm</a>",202621,3154803,"['Joachim Pastor', 'Worakls', 'Teho', 'Joris Delacroix', 'Thylacine']"
RÜFÜS DU SOL,"RÜFÜS DU SOL  (formerly known as simply RÜFÜS in Australia and the rest of the world excluding the U.S.A. from 2010–2018) are an alternative dance/house group from Sydney, Australia, that consists of Tyrone Lindqvist, Jon George and James Hunt. Their debut album Atlas peaked at number 1 in Australia, while their second album Bloom debuted atop the Australian albums chart in early 2016.  Their first album released under the moniker RÜFÜS DU SOL, Solace, reached number 2 on the ARIA charts in 2018. <a href=""https://www.last.fm/music/R%C3%9CF%C3%9CS+DU+SOL"">Read more on Last.fm</a>",709010,24170045,"['Elderbrook', 'Lane 8', 'Jan Blomqvist', 'Bob Moses', 'Sultan + Shepard']"
Dave,"There are at least two artists called Dave:  1)  a British rapper, singer, songwriter, record producer, and actor,  who is among the most recognised British hip-hop artists, and 2) a Dutch Francophone singer with a string of number one hits in France in the 1970s

1) David Orobosa Omoregie (born 5 June 1998), known professionally as Dave or Santan Dave, is a British rapper, singer, songwriter, record producer, and actor. Dave has gained acclaim for his socially conscious lyricism and wordplay and is among the most recognised British rappers. <a href=""https://www.last.fm/music/Dave"">Read more on Last.fm</a>",1148340,66403792,"['Stormzy', 'AJ Tracey', 'J Hus', 'Knucks', 'Headie One']"
Unknown Brain,"Unknown Brain is an electronic music duo from Lithuania, consisting of Krivičius Viktoras and Vaitiekūnas Vytautas. Their main style is a mix of Future Bass, Trap and Dubstep, with melodic vibes and heavy bass. <a href=""https://www.last.fm/music/Unknown+Brain"">Read more on Last.fm</a>",228789,4126716,"['Lost Sky', 'Jim Yosef', 'Diamond Eyes', 'EGZOD', 'Deaf Kev']"
Cheat Codes,"Cheat Codes are an American electronic music trio based in Los Angeles, California, consisting of singers and producers Trevor Dahl, Kevin Ford, and Matthew Russell. The group achieved international success with their 2016 single ""Sex"", which samples the chorus from Salt-n-Pepa's 1991 hit ""Let's Talk About Sex"".

Official website - http://www.cheatcodesmusic.com/
Facebook page - https://www.facebook.com/cheatcodesmusic/
 <a href=""https://www.last.fm/music/Cheat+Codes"">Read more on Last.fm</a>",907857,13674829,"['Gryffin', 'NOTD', 'Sam Feldt', 'Jonas Blue', 'Mike Perry']"
Skrillex,"Skrillex is the pseudonym used by Los Angeles, California, USA musician Sonny Moore to differentiate his electronic solo work from his work with From First to Last and his other solo projects. 

As Skrillex, Moore is an electronic DJ and producer boasting a musical style that incorporates electro house, fidget house, and brostep. Moore began producing and performing under the alias Skrillex at clubs in the Los Angeles area in 2008.  

Throughout 2010, Skrillex became a bigger and bigger part of Moore’s life. <a href=""https://www.last.fm/music/Skrillex"">Read more on Last.fm</a>",2855775,101408349,"['Dog Blood', 'Zomboy', 'Jack Ü', 'Eptic', 'Virtual Riot']"
Sia,"Sia Kate Isobelle Furler (/ˈsiːə/; born 18 December 1975) is an Australian singer-songwriter, record producer and music video director. She started her career as a singer in the local Adelaide acid jazz band Crisp in the mid-1990s. In 1997, when Crisp disbanded, she released her debut studio album titled OnlySee in Australia. She then moved to London, England, and provided lead vocals for the British duo Zero 7.

In 2000, Sia signed to Sony Music's sub-label Dance Pool and released her second studio album <a href=""https://www.last.fm/music/Sia"">Read more on Last.fm</a>",4169519,156542410,"['Adele', 'Birdy', 'Bebe Rexha', 'Jessie J', 'P!nk']"
Timmy Trumpet,"Tim Smith (a.k.a. Timmy Trumpet) is a musician, main room house DJ and producer based in Sydney. Smith made his big break in Ibiza; playing live trumpet solos over electronic dance music tracks during DJs shows.

He has supported and played alongside acts like Armin Van Buuren, Carl Cox, Fedde le Grand, Dizzee Rascal, Fatboy Slim and the Stafford Brothers. Timmy is also a regular character on the FOX8 reality TV show The Stafford Brothers.

Timmy <a href=""https://www.last.fm/music/Timmy+Trumpet"">Read more on Last.fm</a>",553903,8287699,"['BlasterJaxx', 'Dimitri Vegas & Like Mike', 'Tujamo', 'Marnik', 'Vinai']"
Warriyo,"Yannis Leigsnering aka Warriyo is a 21 year-old EDM producer, who currently lives in Belgium.

Born in Germany on April 22nd 1994 and raised in Belgium, he started producing music at the age of 14. His style can be defined by a mixture of different genres such as dubstep, drum & bass, electro, house and more. <a href=""https://www.last.fm/music/Warriyo"">Read more on Last.fm</a>",104388,893482,"['Diamond Eyes', 'Different Heaven', 'Deaf Kev', 'Lensko', 'Niviro']"
Cristoph,"There’s a new titan in the world of progressive house, and his name is Cristoph. The mysterious producer has proven himself a bona fide force to be reckoned with landmark releases on imprints like Last Night on Earth and Bedrock. Now, with the official backing of Eric Prydz, he’s primed for even greater success. It’s no surprise his music has caught on so fervently: simply put, Cristoph’s sound is infectious.
 
Cristoph hails from Newcastle upon Tyne, coming from a family deeply entrenched in the art of DJing. <a href=""https://www.last.fm/music/Cristoph"">Read more on Last.fm</a>",136374,1116696,"['Hot Since 82', 'Dosem', 'Simon Doty', 'CamelPhat', 'Jeremy Olander']"
Massive Attack,"Massive Attack is an English trip hop collective formed in 1988 in Bristol by Robert ""3D"" Del Naja, Adrian ""Tricky"" Thaws, Andrew ""Mushroom"" Vowles and Grant ""Daddy G"" Marshall.

The debut Massive Attack album Blue Lines was released in 1991, with the single ""Unfinished Sympathy"" reaching the charts and later being voted the 63rd greatest song of all time in a poll by NME. 1998's Mezzanine (containing the top 10 single ""Teardrop"") and 2003's 100th Window charted in the UK at number one. <a href=""https://www.last.fm/music/Massive+Attack"">Read more on Last.fm</a>",3695155,179899784,"['Hird', 'The Funky Lowlives', 'Nuspirit Helsinki', 'A Forest Mighty Black', 'Ursula 1000']"
Alan Walker,"Alan Olav Walker is a British-Norwegian record producer and DJ. He started as a bedroom producer, taking inspiration from EDM producers K-391 and Ahrix, along with film composers Hans Zimmer and Steve Jablonsky. He was better known as DJ Walkzz before signing a deal with the record label NoCopyrightSounds and releasing his hit debut single ""Fade"" in 2014, followed by ""Spectre"" and ""Force"" the following year. 

In the aforementioned year - 2015 - Walker released his most well-known single ""Faded"" <a href=""https://www.last.fm/music/Alan+Walker"">Read more on Last.fm</a>",1653758,43733238,"['K-391', 'Axel Johansson', 'Martin Garrix', 'Vicetone', 'Elektronomia']"
Sash!,"Sash! is a German DJ / producer team, fronted by Sascha Lappessen (born on 10 June 1970, in Nettetal, Germany), who works in the studio with Ralf Kappmeier and Thomas ""Alisson"" Lüdke. 

Sash! caused an unexpected stir in the music world when they became one of only a handful of dance acts that managed to sell millions of albums and singles thus becoming a huge commercial success at the end of the 1990's. 

All of the first 5 singles all reached the UK Top 3: Encore Une Fois reached Number 2 in March 1997 <a href=""https://www.last.fm/music/Sash%21"">Read more on Last.fm</a>",567953,5666096,"['DJ Quicksilver', 'Fragma', 'Darude', 'Cappella', 'Mauro Picotto']"
Club Des Belugas,"Club des Belugas is one of the leading lounge & nujazz projects in Germany, perhaps in Europe. They combine Contemporary European Lounge & Nujazz Styles with Brazilian Beats and American Black Soul of the fifties, sixties and seventies, using their unique creativity and intensity.

Main members are Maxim Illion & Kitty the Bill, with such exquisite guests as the Californian Jazz Lady Brenda Boykin, trumpeter Reiner Winterschladen (Nighthawks), Swedish singer anna. <a href=""https://www.last.fm/music/Club+Des+Belugas"">Read more on Last.fm</a>",265355,3974119,"['JoJo Effect', 'De-Phazz', 'Moca', 'Meitz', 'Butti 49']"
