nombre,biografia,oyentes,reproducciones,similares
MOB CHOIR," <a href=""https://www.last.fm/music/MOB+CHOIR"">Read more on Last.fm</a>",159784,3543369,"['OxT', 'sajou no hana', 'MYTH & ROID', 'MOB CHOIR feat. sajou no hana', '富永TOMMY弘明']"
JAM Project,"JAM Project, en un principio, era conformado por los siguientes miembros: El líder 水木一郎, 影山ヒロノブ, 松本梨香, 遠藤正明 y 坂本英三, debutó en el año 2000 y su primer lanzamiento fue su sencillo 疾風になれ. Su b/side era CRAZY REVOLUTION. Los temas del sencillo eran el OP y una Insert Song de la serie de OVAs llamada Ex-Driver. En ese mismo año fueron lanzados dos sencillos más: Danger Zone y STORM.

El año 2001 fue una año bastante activo. <a href=""https://www.last.fm/music/JAM+Project"">Read more on Last.fm</a>",136420,4305992,"['遠藤正明', '影山ヒロノブ', '水木一郎', 'Fire Bomber', '串田アキラ']"
MAN WITH A MISSION,"Es una banda de rock alternativo, conocidos por usar máscaras de lobo han mezclado hard rock y dance pop a lo largo de su discografía que comenzó oficialmente en el año 2010 en Shibuya, Japón. Formado por 5 miembros conocidos por sus “stages names” Tokyo Tanaka (vocalista), Kamikaze Boy (bajo), Jean-Ken Johnny (guitarra), DJ Santa Monica (DJ) y Spear Rib (batería) <a href=""https://www.last.fm/music/MAN+WITH+A+MISSION"">Read more on Last.fm</a>",263564,8198802,"['Survive Said The Prophet', 'SPYAIR', 'UVERworld', 'KANA-BOON', 'coldrain']"
THE ORAL CIGARETTES," <a href=""https://www.last.fm/music/THE+ORAL+CIGARETTES"">Read more on Last.fm</a>",389775,11320487,"['Hello Sleepwalkers', 'Frederic', 'KANA-BOON', 'BLUE ENCOUNT', 'MY FIRST STORY']"
Fernando Velázquez,"Fernando Velázquez, es un compositor Vizcaino de bandas sonoras. Nació en Getxo (España), el 22 de noviembre de 1976. Formado en los conservatorios de Getxo, Bilbao y Vitoria, estudiante de Composición en París y Madrid, y licenciado en Historia por Deusto, ha sido integrante de varias orquestas, como la Joven del País Vasco. Pese a su juventud, ha firmado la banda sonora de una veintena de cortometrajes, diez largometrajes, tres obras de teatro y una serie de televisión (""Gominolas""). <a href=""https://www.last.fm/music/Fernando+Vel%C3%A1zquez"">Read more on Last.fm</a>",149563,1242908,"['William Ross', 'Carlos Rafael Rivera', 'Marc Streitenfeld', 'West Dylan Thordson', 'Jordan Seigel']"
BURNOUT SYNDROMES," <a href=""https://www.last.fm/music/BURNOUT+SYNDROMES"">Read more on Last.fm</a>",258372,5044774,"['SPYAIR', 'NICO Touches the Walls', 'KANA-BOON', 'BLUE ENCOUNT', 'Flow']"
Justin Hurwitz," <a href=""https://www.last.fm/music/Justin+Hurwitz"">Read more on Last.fm</a>",952529,23901599,"['La La Land Cast', 'Tim Simonec', 'Ryan Gosling, Emma Stone', 'Emma Stone, Callie Hernandez, Sonoya Mizuno & Jessica Rothe', 'John Wasson']"
Kyle Dixon & Michael Stein," <a href=""https://www.last.fm/music/Kyle+Dixon+&+Michael+Stein"">Read more on Last.fm</a>",399796,9724265,"['John Carpenter', 'John Williams', 'Nicholas Britell', 'Benjamin Wallfisch', 'Mac Quayle']"
Emma Stone,"Emily Jean ""Emma"" Stone (Scottsdale, 6 de noviembre de 1988) es una actriz estadounidense.

Stone comenzó su carrera en televisión después de conseguir el papel de Laurie Partridge en In Search of the New Partridge Family (2004), un show de talentos de la cadena VH1. Del programa resultante, The New Partridge Family (2005), sólo se produjo un episodio piloto. Stone continua su carrera con apariciones en series de televisión como Medium, Malcolm in the Middle y Lucky Louie. <a href=""https://www.last.fm/music/Emma+Stone"">Read more on Last.fm</a>",283227,3314675,"['Amanda Seyfried', 'Meryl Streep', 'Lily James', 'Meryl Streep, Julie Walters & Christine Baranski', 'Christine Baranski']"
Sid,"シド (SID) nace en mayo del 2003 como dúo formado por Aki (bajo) y Mao (voz). Más tarde se les unieron Shinji (guitarra) y Yuya (batería).
La joven formación sale al escenario por primera vez el 16 de agosto, para a continuación, asistir a distintos eventos donde tocarán con grupos como Sugar Trip, Visage, Sinkro, Nana, Varia, The Velvet... Para terminar el 2003 a lo grande, en el concierto que dieron el 20 de diciembre, Y2K ROPPONGI se agotaron todas las entradas. Después de esto se distribuyó su primera demo -Yoshikaigaku 17 sai-. <a href=""https://www.last.fm/music/Sid"">Read more on Last.fm</a>",426525,10201401,"['SPYAIR', 'Flow', 'UVERworld', 'Aqua Timez', 'NICO Touches the Walls']"
Rupert Gregson-Williams,"Rupert Gregson-Williams (Inglaterra, 12 de octubre de 1966) es un compositor de música cinematográfica británico.1​ Educado en St John's College, Cambridge, escuela de coro y Lancing College, es hermano del también compositor Harry Gregson-Williams y es miembro del equipo de compositores Remote Control Productions de Hans Zimmer.

Su filmografía incluye Hotel Rwanda, por el que fue galardonado con el premio al compositor de cine europeo, Vecinos Invasores <a href=""https://www.last.fm/music/Rupert+Gregson-Williams"">Read more on Last.fm</a>",183734,2373646,"['Martin Phipps', 'Steven Price', 'James Newton Howard', 'Harry Gregson-Williams', 'Alan Silvestri']"
Ben Platt," <a href=""https://www.last.fm/music/Ben+Platt"">Read more on Last.fm</a>",544248,15183225,"['Laura Dreyfuss', 'Rachel Bay Jones', 'Mike Faist', 'Jessie Mueller', 'Jeremy Jordan']"
La La Land Cast," <a href=""https://www.last.fm/music/La+La+Land+Cast"">Read more on Last.fm</a>",336677,3419276,"['Emma Stone, Callie Hernandez, Sonoya Mizuno & Jessica Rothe', 'Ryan Gosling & Emma Stone', 'Justin Hurwitz', 'Ryan Gosling, Emma Stone', 'Meryl Streep']"
Christopher Tin," <a href=""https://www.last.fm/music/Christopher+Tin"">Read more on Last.fm</a>",113198,2213216,"['Geoff Knorr', 'Roland Rizzo', 'Thomas Bergersen', 'Andreas Waldetoft', 'Two Steps from Hell']"
Chen," <a href=""https://www.last.fm/music/Chen"">Read more on Last.fm</a>",217078,10967732,"['수호', 'Exo', 'CHANYEOL', 'Xiumin', 'EXO-CBX']"
Kimiko Glenn," <a href=""https://www.last.fm/music/Kimiko+Glenn"">Read more on Last.fm</a>",204277,2399520,"['Jessie Mueller', 'The Centaurworld Cast', 'Taylor Louderman', 'Grey Henson', 'Megan Hilty']"
BUMP OF CHICKEN,"La historia de esta banda sin duda es una de las más singulares dentro de la industria. El afiate y la amistad entre todos los integrantes es de prácticamente toda la vida, ya que su conocieron en el kindergarten al que sus padres los llevaban cuando ni siquiera pensaban en sus futuros. Incluso tan joven como ellos eran entonces, ellos se hicieron los amigos inseparables que un día compartirían objetivos comunes e intereses. Esta relación, sin embargo, no podía durar toda la vida escolar desde el kinder hasta la hasta la primaria. <a href=""https://www.last.fm/music/BUMP+OF+CHICKEN"">Read more on Last.fm</a>",285465,20456073,"['Mr.Children', 'フジファブリック', 'UNISON SQUARE GARDEN', 'Official髭男dism', 'スピッツ']"
7!!,"7!! es una banda de Okinawa, perteneciente a Epic Records Japan, la cual debutó el 30 de marzo de este año con ""Fallin' Love [フォーリン・ラブ]"". Seven oops {como se suele pronunciar} fue formado en el 2004, está integrado por Nanae {Vocalista}, Maiko {Bateria}, Michiru {Guitarra} Y Keita {Bajo}. Los cuatro integrantes son capaces de escribir y componer canciones.

Ellos recibieron el gran premio ""Mitsuya Cider CM Audition"" (en la sección de bandas) en el 2005 <a href=""https://www.last.fm/music/7%21%21"">Read more on Last.fm</a>",153962,2290446,"['NICO Touches the Walls', 'いきものがかり', 'fripSide', 'Goose house', 'little by little']"
DAVICHI,"Davichi (Koreano: 다비치 ?  es un grupo femenino Sur Coreano compuesto por Lee Hae-ri (이해리) y Kang Min-kyung (강민경). Debutaron en 2008, ganando varios premios a nuevo artista durante ese año.

En Marzo de 2009 lanzaron su mini-album ""Davichi In Wonderland"" y con el sencillo ""8282"" se colocaron en el top de los charts Koreanos. <a href=""https://www.last.fm/music/DAVICHI"">Read more on Last.fm</a>",156711,3216982,"['Gummy', '에일리', 'Sondia', 'Jung Seung Hwan', '10cm']"
Adrian Barba," <a href=""https://www.last.fm/music/Adrian+Barba"">Read more on Last.fm</a>",33780,502136,"['Ricardo Silva', 'César Franco', 'Miura Jam', 'ギヴン', 'Aaron Montalvo']"
Yoon Mirae," <a href=""https://www.last.fm/music/Yoon+Mirae"">Read more on Last.fm</a>",198290,2160542,"['Gummy', 'DAVICHI', '이승기', '조권', 'RM']"
aests," <a href=""https://www.last.fm/music/aests"">Read more on Last.fm</a>",150734,1424707,"['EVADE FROM 宇宙', 'YUNG BAE', 'Vantage', 'Remlarr', 'android52']"
エミリア(CV:高橋李依)," <a href=""https://www.last.fm/music/%E3%82%A8%E3%83%9F%E3%83%AA%E3%82%A2(CV:%E9%AB%98%E6%A9%8B%E6%9D%8E%E4%BE%9D)"">Read more on Last.fm</a>",24008,498075,"['nonoc', 'MYTH & ROID', '前島麻由', '鈴木このみ', 'Kenichiro Suehiro']"
Elmer Bernstein,"Elmer Bernstein (Nueva York, Nueva York, Estados Unidos, 4 de abril de 1922 - Ojai, California, Estados Unidos, 18 de agosto de 2004) fue un compositor estadounidense de música de cine.

Empezó a estudiar con Aaron Copland y luego ingresó en la Juilliard School of Music. Empezó a tocar el piano, pero tuvo que incorporarse al ejército durante segunda guerra mundial, donde compuso música para documentales y también estuvo en la banda militar de Glenn Miller. <a href=""https://www.last.fm/music/Elmer+Bernstein"">Read more on Last.fm</a>",227920,1640413,"['Jerry Goldsmith', 'Alfred Newman', 'Georges Delerue', 'Randy Edelman', 'Alan Silvestri']"
梶浦由記,"Kajiura Yuki (梶浦由記) nació el 6 de Agosto de 1965 en Tokio, Japón. 

Es compositora y productora de música. Ella ha compuesto las bandas sonoras para muchos animes populares, como .hack//SIGN, Noir, Aquarian Age, Madlax, My-HiME, Tsubasa Chronicles, y una de la películas Kimagure Orange Road (entre otros). Su último trabajo es la banda sonora de Puella Magi Madoka Magica. 

También ha trabajado con Toshihiko Sahashi, en las bandas sonoras de Mobile Suit Gundam SEED y Mobile Suit Gundam SEED Destiny. <a href=""https://www.last.fm/music/%E6%A2%B6%E6%B5%A6%E7%94%B1%E8%A8%98"">Read more on Last.fm</a>",93543,17805869,"['FictionJunction', 'Kalafina', 'See-Saw', 'FictionJunction YUUKA', 'Emily Bindiger']"
Nicholas Britell,"Nicholas Britell (born October 17, 1980) is an American composer, pianist, and film producer based in New York City. He has scored both of Barry Jenkins's studio films, Moonlight (2016) and If Beale Street Could Talk (2018), both of which received nominations for Best Original Score at the Academy Awards. He has also worked with Adam McKay, scoring his three most recent films, The Big Short (2015), Vice (2018), and Don't Look Up (2021). The HBO original series Succession (2018–present) marked Britell's entry into television. <a href=""https://www.last.fm/music/Nicholas+Britell"">Read more on Last.fm</a>",623185,19365083,"['Brandon Roberts', 'Ludwig Göransson', 'Michael Giacchino', 'Ramin Djawadi', 'Hans Zimmer']"
下村陽子,"下村 陽子 (Yōko Shimomura) es una de las compositoras más importantes y con más relevancia en Japón. Es conocida por sus múltiples trabajos como pianista, directora de orquesta, violinista, y compositora. Su éxito más importante fue producir la estupenda banda sonora original del famosísimo juego de Disney y Square-Enix: Kingdom Hearts (PS2) al que varios años después se le sumaron los trabajos de Kingdom Hearts Chain Of Memories (GBA) <a href=""https://www.last.fm/music/%E4%B8%8B%E6%9D%91%E9%99%BD%E5%AD%90"">Read more on Last.fm</a>",116562,5526482,"['Tsuyoshi Sekito', '植松伸夫', '浜渦正志', 'Takeharu Ishimoto', '崎元仁']"
Gummy,"Gummy (거미) en una cantante de R&B/Pop Coreano bajo  YG Entertainment. , Gummy debería ser registrada bajo sus nombres alternativos a su nombre artístico: como Gumi, Gumy, Spyder o Spider (Gummy es el coreano de Spyder/Araña).
Perfil

    Nombre de Escena: Gummy (거미)
    Nombre Real: Park Ji Yeon (박지연)
    Fecha de Nacimiento: Abril 8, 1981 (edad 30)
    Tipo de Sangre: B
    Altura: 165cm
    Educación: Universidad de Mujeres Dongduk <a href=""https://www.last.fm/music/Gummy"">Read more on Last.fm</a>",127883,1885338,"['DAVICHI', '에일리', 'Yoon Mirae', 'Sondia', 'Jung Seung Hwan']"
戸松遥," <a href=""https://www.last.fm/music/%E6%88%B8%E6%9D%BE%E9%81%A5"">Read more on Last.fm</a>",22914,1103831,"['Eir Aoi', 'Luna Haruna', '三森すずこ', '藍井エイル', '鈴木このみ']"
Piotr Musiał," <a href=""https://www.last.fm/music/Piotr+Musia%C5%82"">Read more on Last.fm</a>",119180,1965724,"['Mikolai Stroinski', 'Marcin Przybyłowicz', 'Piotr Musial', 'Percival & Marcin Przybyłowicz', 'Justin Bell']"
Henry Jackman,"Henry Jackman (1974, Hillingdon, Middlesex, Inglaterra ), estudio composición en St. Paul's Cathedral Choir School, Eton College y en la Universdidad de Oxford.
Colaboró con el tambien compositor Hans Zimmer en sus trabajos para The Da Vinci Code, Pirates of the Caribbean 2, The Holiday, Pirates of the Caribbean 3 y The Simpsons.
Tambien es colaborador de Seal escribiendo  y produciendo ""This Could Be Heaven"" para la producción The Family Man, protagonizada por Nicholas Cage.
 <a href=""https://www.last.fm/music/Henry+Jackman"">Read more on Last.fm</a>",305635,6358106,"['Alan Silvestri', 'John Ottman', 'Greg Edmonson', 'Brian Tyler', 'Michael Giacchino']"
Epik High,"Epik High es un grupo surcoreano de hip hop, formado por dos MCs (Tablo y Mithra) y un DJ (DJ Tukutz). Su música es conocida por ser tanto lírica como una pieza de literatura, y al mismo tiempo ingeniosa y paradójica. Epik High es actualmente una de las bandas más populares en Corea del Sur y el extranjero; su música es bastante conocida en algunos países de Asia, y también gozan de cierto nivel de popularidad en Europa y América, principalmente entre la comunidad inmigrante surcoreana. <a href=""https://www.last.fm/music/Epik+High"">Read more on Last.fm</a>",384627,25160781,"['CODE KUNST', 'ZICO', 'pH-1', 'Dynamic Duo', 'GIRIBOY']"
Cynthia Erivo," <a href=""https://www.last.fm/music/Cynthia+Erivo"">Read more on Last.fm</a>",575303,12051742,"['Jonathan Bailey', 'The Wicked Orchestra', 'Kristin Chenoweth', 'Kristin Chenoweth & Idina Menzel', 'Idina Menzel']"
Johan Söderqvist,"Nació en 1966 en Täby, a las afueras de Estocolmo en Suecia. Johanin Johan Söderqvist fue al Royal College de Música en Estocolmo, donde estudió composición y arreglos.

Un músico versatil que fue un pianista en muchas bandas de jazz y grupos musicales de folk. Johan viajó por todo el mundo en tours antes de concentrarse en sus actividades como la composición para películas, televisión, radio y teatro.

Escribió su primero score en 1991 <a href=""https://www.last.fm/music/Johan+S%C3%B6derqvist"">Read more on Last.fm</a>",123377,2158509,"['Christopher Young', 'Sarah Schachner', 'Marco Beltrami', 'Rupert Gregson-Williams', 'Hans Zimmer']"
K.Will,"Kim Hyung-Soo (Corea: 김형수, nacido el 30 de diciembre de 1981), más conocido por su nombre artístico K.Will (en coreano: 케이윌) es un cantante de balada proveniente de Corea del Sur, profesor de canto, bailarín, compositor y actor.

Se empezó a ser conocido en Corea del Sur a través de su single llamado ""Dream"" en la banda sonora de ""A Love to Kill"", lanzado en 2006.  <a href=""https://www.last.fm/music/K.Will"">Read more on Last.fm</a>",152537,3149785,"['에일리', 'DAVICHI', 'BTOB', 'Gummy', '신화']"
Jessie Mueller," <a href=""https://www.last.fm/music/Jessie+Mueller"">Read more on Last.fm</a>",162438,3323122,"['Keala Settle', 'Kimiko Glenn', 'Jessie Mueller & Waitress Original Broadway Cast Ensemble', 'Drew Gehling & Jessie Mueller', 'Christopher Fitzgerald, Kimiko Glenn & Waitress Original Broadway Cast Ensemble']"
鷺巣詩郎,"Shiro Sagisu (鷺巣 詩郎, Sagisu Shirō) nacido el 29 de agosto de 1957 en Setagaya-ku, es un conocido productor, compositor, arreglista y director musical japonés. Con una amplia carrera musical a sus espaldas (la empezó a finales de los 70), es muy conocido por su trabajo como productor de las grabaciones de varios actos musicales, incluyendo los de artistas como Misia, Satoshi Tomiie y Ken Hirai. Sagisu también ha estado trabajando como compositor para las bandas sonoras de varios animes y películas <a href=""https://www.last.fm/music/%E9%B7%BA%E5%B7%A3%E8%A9%A9%E9%83%8E"">Read more on Last.fm</a>",74825,5200809,"['Yoko Takahashi', '高橋洋子', 'Arianne', 'Loren & Mash', '平野義久']"
